mean_energy,std_energy,median_energy,top_bin_1,top_bin_2,top_bin_3,time_mean_mean,time_mean_std,file_id,species
-57.4024034236534,15.461068489690101,-57.865299224853516,53,52,50,-57.4024034236534,7.812371268614209,ML207952,copes_gray_treefrog
-50.375423825430204,17.38322030451217,-48.02146911621094,25,49,26,-50.375423825430204,6.691899066543969,ML207953,copes_gray_treefrog
-39.93863184013665,19.185120499898275,-35.57219886779785,37,38,39,-39.93863184013665,4.183739569549845,ML207957,copes_gray_treefrog
-50.13084438947956,17.34190852114994,-48.159786224365234,38,37,39,-50.13084438947956,6.168655444301981,ML207958,copes_gray_treefrog
-45.21404835972459,17.95663190485396,-41.77511024475098,39,40,38,-45.21404835972459,3.7311631523039126,ML207959,copes_gray_treefrog
-55.31074039672616,16.941964582366413,-53.36074256896973,39,38,40,-55.31074039672616,6.681320830702937,ML207960,copes_gray_treefrog
-58.51320136010025,13.99578335880297,-59.453269958496094,39,38,37,-58.51320136010025,7.761695646454028,ML207963,copes_gray_treefrog
-53.84101899082312,15.502968437557676,-52.98441505432129,60,59,39,-53.84101899082312,7.0664516530789205,ML207964,copes_gray_treefrog
-46.95315606670839,16.636609775020236,-44.4737491607666,40,39,41,-46.95315606670839,6.137685841970876,ML207966,copes_gray_treefrog
-30.23162488653184,16.629836645468792,-26.449573516845703,39,40,38,-30.23162488653184,2.25361947722856,ML207968,copes_gray_treefrog
-53.63956529576236,16.608666625417996,-52.24460983276367,43,44,60,-53.63956529576236,8.667109376497477,ML207978,copes_gray_treefrog
-51.492117905077414,15.248356093802158,-53.24158477783203,44,43,42,-51.492117905077414,6.112075835213359,ML207979,copes_gray_treefrog
-56.217494647474545,18.436736500892714,-57.63972473144531,36,44,35,-56.217494647474545,12.097450725721828,ML207980,copes_gray_treefrog
-41.33267704373239,12.566557940967252,-40.73211669921875,36,35,37,-41.33267704373239,5.492804488639611,ML207981,copes_gray_treefrog
-50.86344850084068,19.26421819530484,-49.79037284851074,54,53,55,-50.86344850084068,9.130642760457087,ML207982,copes_gray_treefrog
-49.493246759259925,19.2027784406362,-50.50679016113281,54,53,55,-49.493246759259925,7.134037496085445,ML207983,copes_gray_treefrog
-52.23831661024807,19.201831042800546,-51.4231014251709,53,54,45,-52.23831661024807,8.985132956215613,ML207984,copes_gray_treefrog
-44.79112865172517,17.1319677955878,-42.56546211242676,43,44,53,-44.79112865172517,6.064912717469644,ML207986,copes_gray_treefrog
-55.42430136119407,17.219518722498737,-58.747406005859375,54,53,52,-55.42430136119407,8.59377931148946,ML207987_(1),copes_gray_treefrog
-46.2645582329404,18.947894021328757,-48.320261001586914,32,33,34,-46.2645582329404,10.505428264772297,ML209167_(1),copes_gray_treefrog
-49.18934091085486,17.156599666771086,-50.99013137817383,32,33,31,-49.18934091085486,7.97439990076444,ML209168_(1),copes_gray_treefrog
-54.31007395150559,17.452380346105045,-56.91069984436035,32,33,31,-54.31007395150559,8.624023019325964,ML209169_(1),copes_gray_treefrog
-51.78945034427737,17.573640166859306,-52.52863121032715,32,33,31,-51.78945034427737,8.63255611851769,ML209171_(1),copes_gray_treefrog
-53.22259421556704,18.96476720652258,-56.9000301361084,32,33,31,-53.22259421556704,12.543224581523459,ML209172_(1),copes_gray_treefrog
-53.11213693339075,18.831885488601124,-56.84879684448242,34,33,35,-53.11213693339075,13.250125488578705,ML209174,copes_gray_treefrog
-51.19550569734067,17.64608826921695,-52.117177963256836,32,31,33,-51.19550569734067,9.808771413992337,ML209175_(1),copes_gray_treefrog
-53.083165998870975,17.293077076713423,-53.91476058959961,31,32,40,-53.083165998870975,9.501475816182046,ML209176_(1),copes_gray_treefrog
-49.47956582895219,18.14467649701992,-51.3156852722168,32,34,31,-49.47956582895219,8.915996754260554,ML209177,copes_gray_treefrog
-38.19941940525084,16.420541554550464,-37.57014083862305,31,32,30,-38.19941940525084,6.732408367352235,ML209178_(1),copes_gray_treefrog
-45.001016208698886,17.346266547736068,-43.96427345275879,30,31,29,-45.001016208698886,8.124989388101255,ML209179_(1),copes_gray_treefrog
-47.356712468746366,18.22883453733039,-47.48147964477539,31,32,33,-47.356712468746366,8.112570768089874,ML209180,copes_gray_treefrog
-48.75350768710303,17.85021444556667,-50.28916931152344,34,33,35,-48.75350768710303,9.724735309676904,ML209181,copes_gray_treefrog
-39.67352868027103,18.491053699267187,-39.29631423950195,31,34,32,-39.67352868027103,9.708079625871857,ML209182,copes_gray_treefrog
-48.925377205515545,18.107882259768967,-50.48943328857422,31,32,33,-48.925377205515545,9.452030274928758,ML209183,copes_gray_treefrog
-36.2000858163474,10.714977234947881,-36.610239028930664,56,55,57,-36.2000858163474,1.1161743499357732,ML211905,copes_gray_treefrog
-48.94571855190597,14.416893572716582,-52.04296112060547,56,57,55,-48.94571855190597,2.747802515926404,ML211906,copes_gray_treefrog
-55.14163380228588,17.503858252178958,-58.368303298950195,42,41,43,-55.14163380228588,8.338278951628407,ML218554,copes_gray_treefrog
-47.42575705704861,9.471756722991461,-48.3730354309082,37,38,39,-47.42575705704861,4.610593403089936,ML219209,copes_gray_treefrog
-55.952979817053006,10.138491798214055,-56.642269134521484,37,38,36,-55.952979817053006,5.3117045392146505,ML219212,copes_gray_treefrog
-52.13376483722242,8.510248073897536,-52.28096961975098,32,31,34,-52.13376483722242,5.391964783541145,ML222897,copes_gray_treefrog
-51.251345991638864,12.984563866487813,-53.56044387817383,35,36,34,-51.251345991638864,10.380925451082211,ML222898,copes_gray_treefrog
-51.362405096986734,14.84152420345492,-49.668766021728516,53,56,54,-51.362405096986734,13.14665636946317,ML222899,copes_gray_treefrog
-46.30989863989732,15.757625584975361,-48.57631874084473,33,32,34,-46.30989863989732,9.084668497810936,ML222900,copes_gray_treefrog
-44.87191521198318,17.04004580426936,-47.44829559326172,33,34,32,-44.87191521198318,11.430465818205448,ML222901_(2),copes_gray_treefrog
-40.07716718117281,14.031674932333356,-42.37100601196289,32,33,31,-40.07716718117281,7.774989954702016,ML222902,copes_gray_treefrog
-45.8539279242783,12.258932812215628,-48.79810905456543,32,31,33,-45.8539279242783,7.043593459364977,ML222903_(1),copes_gray_treefrog
-57.349009021044886,15.012327478936012,-60.6456184387207,35,36,34,-57.349009021044886,11.930780889982996,ML222905,copes_gray_treefrog
-62.65668280173759,12.508394151651629,-64.94635391235352,57,56,59,-62.65668280173759,10.024312148667379,ML222906_(1),copes_gray_treefrog
-51.96655106620556,15.584367592724758,-56.1236457824707,35,36,34,-51.96655106620556,12.336377007422966,ML222907,copes_gray_treefrog
-46.69649977897339,18.103695121472335,-50.22980308532715,35,36,21,-46.69649977897339,13.368900324255653,ML222908,copes_gray_treefrog
-50.35080760534153,16.9991455877279,-55.494178771972656,21,22,35,-50.35080760534153,13.001838571449502,ML222909,copes_gray_treefrog
-53.14150431790236,17.478313900783732,-58.09571838378906,36,35,34,-53.14150431790236,14.250142622071465,ML222910,copes_gray_treefrog
-59.131053528314126,16.07959589342594,-63.62124252319336,35,36,56,-59.131053528314126,13.780939056046039,ML222911_(1),copes_gray_treefrog
-51.43721555178583,18.391276424339527,-57.33425331115723,36,35,34,-51.43721555178583,14.60867207725589,ML222912_(2),copes_gray_treefrog
-59.52496135359297,20.310732408072568,-63.2034912109375,35,36,34,-59.52496135359297,18.52832665687739,ML222913,copes_gray_treefrog
-59.32876053027238,15.834915121140277,-59.08490562438965,17,20,21,-59.32876053027238,13.248094005910634,ML222914_(2),copes_gray_treefrog
-41.243545254307804,8.726813375235333,-41.959693908691406,35,34,36,-41.243545254307804,4.373344172888172,ML222915,copes_gray_treefrog
-42.11005762575536,10.80549319254287,-42.032447814941406,35,34,36,-42.11005762575536,5.240708673195857,ML222916,copes_gray_treefrog
-41.95194937893797,9.716222248183232,-43.34751892089844,35,34,36,-41.95194937893797,5.183096009431995,ML222917,copes_gray_treefrog
-41.938930155471695,12.756768606705366,-43.33249282836914,35,34,36,-41.938930155471695,7.176090902837862,ML222918_(1),copes_gray_treefrog
-46.359105326166144,9.432699781742174,-45.954280853271484,35,34,36,-46.359105326166144,4.485833839222793,ML222919,copes_gray_treefrog
-42.22718264388997,10.283980463235531,-42.05095672607422,35,34,36,-42.22718264388997,5.044625987641258,ML222920,copes_gray_treefrog
-46.41644587995281,11.968726646743132,-47.82040596008301,35,36,34,-46.41644587995281,7.549784043045963,ML222921_(1),copes_gray_treefrog
-55.26928432959968,14.656618750179938,-54.50475883483887,35,34,36,-55.26928432959968,11.562992356193776,ML222922_(2),copes_gray_treefrog
-45.15335002444736,15.141382118850489,-43.62581443786621,53,52,54,-45.15335002444736,7.860251530214106,ML222923_(1),copes_gray_treefrog
-47.65774646474009,14.37870295197095,-47.18148994445801,53,52,50,-47.65774646474009,5.355642416824737,ML222924_(1),copes_gray_treefrog
-49.27681516902629,15.509660293140984,-47.51045036315918,53,52,54,-49.27681516902629,6.731702655964722,ML222925,copes_gray_treefrog
-40.951854195921165,12.27384049437697,-40.64051055908203,53,52,54,-40.951854195921165,6.224056918205171,ML222926_(1),copes_gray_treefrog
-43.98278195934755,15.876838638181233,-40.98990821838379,53,54,55,-43.98278195934755,8.309512497736746,ML222927,copes_gray_treefrog
-42.822434698242326,14.580863035836417,-40.87301445007324,53,52,54,-42.822434698242326,8.802445650235981,ML222928,copes_gray_treefrog
-44.624212554463654,14.747722742420143,-42.89815139770508,49,53,48,-44.624212554463654,7.459483167048015,ML222929_(2),copes_gray_treefrog
-56.36394598616801,23.00903480673297,-57.39309310913086,55,54,53,-56.36394598616801,20.866514528544975,ML222930_(2),copes_gray_treefrog
-42.83649639239029,15.988637746637556,-40.81889533996582,53,54,52,-42.83649639239029,7.477289292710239,ML222931_(1),copes_gray_treefrog
-40.411809725406,15.04587911212633,-37.36396026611328,53,54,52,-40.411809725406,6.295724501998934,ML222932,copes_gray_treefrog
-42.286939374981515,16.406576993644233,-39.910736083984375,53,54,52,-42.286939374981515,6.509138950597687,ML222933,copes_gray_treefrog
-44.85203900238339,15.974447936593407,-42.92631912231445,54,53,52,-44.85203900238339,6.052159473332755,ML222934,copes_gray_treefrog
-45.64632567116805,15.876201646455046,-44.93454551696777,52,53,54,-45.64632567116805,2.310026753957051,ML222935_(1),copes_gray_treefrog
-44.39623188488445,16.431120396127763,-42.84648513793945,53,52,54,-44.39623188488445,5.80441194121514,ML222936_(1),copes_gray_treefrog
-57.36647539186505,19.224564833939358,-53.32756233215332,53,54,52,-57.36647539186505,18.016945074699287,ML223161_(2),copes_gray_treefrog
-58.86287695421835,16.449037123724946,-62.05355262756348,35,34,36,-58.86287695421835,7.540812546955903,ML237651_(1),copes_gray_treefrog
-50.4341852136665,18.150906709185914,-47.76157188415527,29,30,41,-50.4341852136665,11.974869209574356,ML237652,copes_gray_treefrog
0.0,0.0,0.0,63,62,61,0.0,0.0,ML273951,copes_gray_treefrog
-27.463909706770682,9.387951542409366,-27.529294967651367,57,56,58,-27.463909706770682,1.1594890361077654,ML273952_(1),copes_gray_treefrog
-46.25552223017763,15.508720292930333,-48.60126876831055,37,36,38,-46.25552223017763,3.362832739851962,ML506563011,copes_gray_treefrog
-48.526753535922055,11.628301003278516,-51.138145446777344,37,36,38,-48.526753535922055,4.005893702121553,ML506563041_(1),copes_gray_treefrog
-40.616867877370105,18.541218733741253,-38.00689506530762,38,37,39,-40.616867877370105,3.9951936397705814,ML506563381,copes_gray_treefrog
-66.69428493559637,13.62875435794952,-71.2116928100586,35,34,36,-66.69428493559637,9.974974319257285,ML506565441,copes_gray_treefrog
-44.638716870577454,19.15569517388772,-46.39308166503906,35,36,34,-44.638716870577454,3.5520686805044988,ML506565501,copes_gray_treefrog
-49.48287083789395,20.665856353952986,-49.48405456542969,35,36,34,-49.48287083789395,3.389925740175818,ML506565621_(1),copes_gray_treefrog
-49.24929496141155,17.255293777393845,-53.52654266357422,34,33,35,-49.24929496141155,4.301492670346325,ML506565731_(1),copes_gray_treefrog
-52.37220730827884,12.062800695902407,-54.84331512451172,35,34,36,-52.37220730827884,7.154716137393706,ML506565781,copes_gray_treefrog
-56.82714239941811,15.32424696377764,-62.50259971618652,35,34,36,-56.82714239941811,7.290350700362476,ML506565891,copes_gray_treefrog
-48.949704910963426,18.78162635134757,-51.682207107543945,34,35,36,-48.949704910963426,2.248435412042901,ML506565931_(1),copes_gray_treefrog
-53.26761199488994,19.37961296679971,-55.39963340759277,35,36,34,-53.26761199488994,5.878173357306554,ML506565981,copes_gray_treefrog
-48.57112961354084,14.020611160233296,-53.075767517089844,42,43,41,-48.57112961354084,6.412716386995664,ML506566011,copes_gray_treefrog
-48.25822197998552,18.295067348708923,-53.21164131164551,31,32,33,-48.25822197998552,5.769382518928459,ML506566241,copes_gray_treefrog
-54.9726480592362,10.819500757747239,-57.60465431213379,33,35,34,-54.9726480592362,6.936994212385104,ML540857_(1),copes_gray_treefrog
-31.70766550214343,10.127470520184607,-30.74263858795166,37,36,38,-31.70766550214343,1.3931628553986948,ML635677951_(1),copes_gray_treefrog
-30.785541154980105,8.421434639748812,-31.681546211242676,37,36,38,-30.785541154980105,1.7364463334720734,ML635678582_(1),copes_gray_treefrog
-34.48073888070484,8.883671038704483,-33.7343807220459,48,49,47,-34.48073888070484,2.075831544135782,ML635792771,copes_gray_treefrog
-32.97626226058277,6.197121373503296,-32.58329200744629,45,50,44,-32.97626226058277,1.5613872778356492,ML637110200,copes_gray_treefrog
-40.57648513561197,11.174788344625718,-43.78350257873535,37,36,38,-40.57648513561197,4.510293884052604,ML637595206,copes_gray_treefrog
-47.30500119205417,9.498626069219027,-48.93801689147949,38,37,39,-47.30500119205417,2.917419110215306,ML638146166,copes_gray_treefrog
-38.0591853692125,13.587774518713431,-35.478580474853516,54,53,51,-38.0591853692125,3.859277151726723,ML638967036,copes_gray_treefrog
-49.48356952454264,15.008864185609188,-52.21379089355469,43,44,42,-49.48356952454264,2.850638472376585,ML639520842,copes_gray_treefrog
-30.314453752612017,9.313847451499093,-30.884787559509277,50,49,38,-30.314453752612017,1.7828955919549652,ML639531079,copes_gray_treefrog
-39.63699195888369,12.86066859331577,-39.57816696166992,35,36,34,-39.63699195888369,2.0042335030171134,XC1046110_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog
-33.06402365894439,8.379217472190538,-33.288631439208984,37,35,36,-33.06402365894439,3.5611556386609453,XC883336_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog
-51.10653071447757,23.807364007001883,-48.603126525878906,45,46,44,-51.10653071447757,2.501239499844001,XC890471_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog
-54.117213980210494,18.309163161578397,-58.871646881103516,35,34,36,-54.117213980210494,11.63149052119943,XC896773_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog
-35.66082457133208,12.227608552867562,-37.81008529663086,44,45,43,-35.66082457133208,4.2166470208414975,XC977235_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog
-39.76935116625164,11.503259406908183,-37.45386505126953,21,20,22,-39.76935116625164,2.9312356754793276,XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog
-43.64139162386031,19.091827158035866,-44.373647689819336,53,52,41,-43.64139162386031,9.568844900715561,340142,eastern_narrow_mouthed_toad
-53.636977071690175,23.664892984224327,-54.10563087463379,39,38,37,-53.636977071690175,3.187956366067181,61-Eastern-Narrowmouth-Toad-call,eastern_narrow_mouthed_toad
-36.04994679356465,18.05126048682366,-31.396312713623047,38,39,37,-36.04994679356465,3.0548548660592107,"Calling_male_Eastern_Narrow-mouthed_Toad,_Gastrophryne_carolinensis",eastern_narrow_mouthed_toad
-40.88438350556898,20.084364652326357,-40.33542442321777,32,33,34,-40.88438350556898,2.611549987039283,dlg_ggpd_n200-g2-m1-2003-c3-track-83,eastern_narrow_mouthed_toad
-36.54407493465876,16.82377304329206,-32.27875900268555,38,39,40,-36.54407493465876,2.052037383394034,dlg_ggpd_n200-g2-m1-2003-c3-track-88,eastern_narrow_mouthed_toad
-40.43826359090354,14.812684041880594,-39.897470474243164,45,44,46,-40.43826359090354,2.9118095068226038,dlg_ggpd_n200-g2-m1-2003-c3-track-89,eastern_narrow_mouthed_toad
-37.29618274093781,19.45600736941051,-33.922882080078125,53,40,41,-37.29618274093781,2.022379195316077,dlg_ggpd_n200-g2-m1-2003-c3-track-93,eastern_narrow_mouthed_toad
-60.571697161327656,16.60362502947414,-61.89967727661133,47,46,48,-60.571697161327656,1.4696598031055,dlg_ggpd_n200-g2-m1-2003-c3-track-95,eastern_narrow_mouthed_toad
-53.63538772203115,23.63633319938038,-54.274253845214844,39,38,37,-53.63538772203115,3.190959356358533,dlg_ggpd_n200-g2-m1-2013-c3-track-61,eastern_narrow_mouthed_toad
-40.84715959789305,20.102405655732227,-40.279212951660156,32,33,34,-40.84715959789305,2.6007499128337255,dlg_ggpd_n200-g2-m1-2013-c3-track-85,eastern_narrow_mouthed_toad
-36.52306887687221,16.826135204248512,-32.23081588745117,38,39,40,-36.52306887687221,2.039569309124459,dlg_ggpd_n200-g2-m1-2013-c3-track-90,eastern_narrow_mouthed_toad
-40.445776940066274,14.815808959087887,-39.88979911804199,45,44,46,-40.445776940066274,2.9120866861343617,dlg_ggpd_n200-g2-m1-2013-c3-track-91,eastern_narrow_mouthed_toad
-37.372872155911686,19.466037778815732,-34.03241157531738,53,40,41,-37.372872155911686,2.022033069956824,dlg_ggpd_n200-g2-m1-2013-c3-track-95,eastern_narrow_mouthed_toad
-60.59852174978936,16.61359654431239,-61.92496871948242,47,46,48,-60.59852174978936,1.4083533846923815,dlg_ggpd_n200-g2-m1-2013-c3-track-97,eastern_narrow_mouthed_toad
-49.97783126573137,11.861855411086857,-51.843505859375,43,39,40,-49.97783126573137,7.676802195217616,Eastern_Narrow-mouthed_Toad_(Gastrophryne_carolinensis)_mating_calls_June_2022,eastern_narrow_mouthed_toad
-36.13005466059957,8.037949030432788,-37.68619728088379,41,40,42,-36.13005466059957,4.274508080487333,Eastern_Narrow-Mouthed_Toad_Call,eastern_narrow_mouthed_toad
-34.52746911658073,7.672600013229411,-35.66717720031738,52,53,51,-34.52746911658073,2.587320648883217,Eastern_Narrow-mouthed_Toads_calling,eastern_narrow_mouthed_toad
-66.55163775737076,15.289929748149202,-71.24374008178711,47,46,48,-66.55163775737076,11.068551163824436,Eastern_Narrowed_Mouth_Toad_(Gastrophryne_carolinensis)_Calling,eastern_narrow_mouthed_toad
-57.273818498179146,21.46055472512914,-59.26078796386719,38,37,39,-57.273818498179146,3.6507133875893176,Eastern_Narrowmouth_Toad___Gastorphryne_carolinensis,eastern_narrow_mouthed_toad
-64.88067220649282,15.880045495125009,-68.46395492553711,35,34,36,-64.88067220649282,12.37411020313055,Eastern_narrowmouth_toad_call,eastern_narrow_mouthed_toad
-53.28887541853151,12.703397708939606,-56.11378479003906,52,53,40,-53.28887541853151,6.9604840989123575,ML199698,eastern_narrow_mouthed_toad
-56.87855194135636,14.899628581452447,-61.019596099853516,40,41,39,-56.87855194135636,9.122114164927904,ML199699,eastern_narrow_mouthed_toad
-50.668272876355736,13.207644006871798,-53.25258255004883,52,51,35,-50.668272876355736,6.931637147081279,ML199700,eastern_narrow_mouthed_toad
-46.663921730165,12.43911195040299,-45.877254486083984,36,35,34,-46.663921730165,5.366753754553612,ML199701,eastern_narrow_mouthed_toad
-61.191420039814616,11.938323368564536,-63.17021179199219,46,45,44,-61.191420039814616,8.340842003253135,ML199709,eastern_narrow_mouthed_toad
-53.53200430616633,11.696818747363796,-56.92351531982422,46,45,47,-53.53200430616633,6.028879120180989,ML199710,eastern_narrow_mouthed_toad
-58.8447204850908,14.459757836363503,-62.722511291503906,53,52,54,-58.8447204850908,8.90960585496526,ML199711,eastern_narrow_mouthed_toad
-34.36087722270782,8.721107776986573,-36.86545181274414,1,2,38,-34.36087722270782,4.947196708421148,ML199712,eastern_narrow_mouthed_toad
-63.41133103552523,13.754158904864354,-66.83658981323242,40,41,42,-63.41133103552523,9.820910268801297,ML199713,eastern_narrow_mouthed_toad
-50.036615432968276,11.367020049146396,-50.845712661743164,39,40,41,-50.036615432968276,6.889178141601074,ML199714,eastern_narrow_mouthed_toad
-63.35622808523908,17.248169891799375,-69.83038330078125,40,41,42,-63.35622808523908,14.796489189236226,ML199715,eastern_narrow_mouthed_toad
-44.43114059622423,11.824409127084248,-46.873069763183594,42,40,39,-44.43114059622423,7.842391668718316,ML199716,eastern_narrow_mouthed_toad
-54.14652154058771,16.043342786242796,-59.23848342895508,41,40,39,-54.14652154058771,11.574124949676914,ML199717,eastern_narrow_mouthed_toad
-61.056060894459414,15.974824633816521,-65.00183486938477,41,40,42,-61.056060894459414,12.579573734261826,ML199718,eastern_narrow_mouthed_toad
-48.87851482247739,13.106612177474963,-52.24577331542969,41,40,39,-48.87851482247739,7.64802341049809,ML199719,eastern_narrow_mouthed_toad
-56.01996204014997,13.80539046126395,-58.5195426940918,40,39,41,-56.01996204014997,8.111582695424671,ML199720,eastern_narrow_mouthed_toad
-49.20156417128451,15.27193487283383,-54.10300827026367,46,40,47,-49.20156417128451,9.72581453388514,ML199721,eastern_narrow_mouthed_toad
-56.660975797408696,14.091893195201395,-60.8222599029541,46,47,42,-56.660975797408696,9.171144522331202,ML199722,eastern_narrow_mouthed_toad
-52.11143413554281,15.265321421729196,-55.84382247924805,46,47,40,-52.11143413554281,9.518452681483412,ML199723,eastern_narrow_mouthed_toad
-66.98304114205516,17.736483269338166,-72.93252182006836,59,54,51,-66.98304114205516,15.81400946700094,ML199728,eastern_narrow_mouthed_toad
-58.95481803020994,17.81244588436477,-63.22450637817383,43,44,45,-58.95481803020994,12.185707276313103,ML199744,eastern_narrow_mouthed_toad
-42.85514998435974,13.984175472475355,-43.76128005981445,37,38,53,-42.85514998435974,6.344319448601528,ML199750,eastern_narrow_mouthed_toad
-41.814925481403236,12.859904672432748,-41.856340408325195,37,38,40,-41.814925481403236,5.204693853024557,ML199751,eastern_narrow_mouthed_toad
-41.692575923597175,8.942308920301002,-42.8112678527832,36,37,38,-41.692575923597175,3.589222789352282,ML199752,eastern_narrow_mouthed_toad
-40.28722575573108,8.85311859210507,-41.47109603881836,36,37,35,-40.28722575573108,3.6131216098570778,ML199753,eastern_narrow_mouthed_toad
-38.678865904736135,10.95219449011699,-40.67258834838867,54,37,38,-38.678865904736135,5.068342644165015,ML199755,eastern_narrow_mouthed_toad
-51.52619289930072,16.029759509372887,-56.76162910461426,44,45,43,-51.52619289930072,5.982019172751727,ML199777,eastern_narrow_mouthed_toad
-60.057276088545606,18.602754294567713,-66.80733489990234,42,41,43,-60.057276088545606,14.67451043811847,ML199779,eastern_narrow_mouthed_toad
-49.18245324551229,15.677636144453544,-52.84196662902832,41,42,40,-49.18245324551229,11.108334161725288,ML199780,eastern_narrow_mouthed_toad
-61.63182877697344,14.634316051320845,-64.09560775756836,42,41,43,-61.63182877697344,10.75115195022125,ML199781,eastern_narrow_mouthed_toad
-62.46130546780515,15.32997230781015,-66.07438659667969,42,41,43,-62.46130546780515,12.169295369947266,ML199782,eastern_narrow_mouthed_toad
-74.17685262727488,15.945820325181804,-80.0,41,40,42,-74.17685262727488,14.557450372815646,ML199783,eastern_narrow_mouthed_toad
-58.35672569893767,16.878159479791613,-62.83076095581055,42,41,40,-58.35672569893767,13.006352228678367,ML199784,eastern_narrow_mouthed_toad
-57.154554736707574,12.931265102747181,-58.877328872680664,42,41,43,-57.154554736707574,8.192793349602406,ML199785,eastern_narrow_mouthed_toad
-64.06399894334601,15.31076703762288,-66.94852066040039,41,42,43,-64.06399894334601,11.63826391294373,ML199786,eastern_narrow_mouthed_toad
-57.72439773802552,14.217710249801383,-60.21400451660156,42,41,43,-57.72439773802552,9.26146872297047,ML199787,eastern_narrow_mouthed_toad
-55.77529939193183,16.856544581963565,-59.506303787231445,43,42,41,-55.77529939193183,10.705795304105767,ML199788,eastern_narrow_mouthed_toad
-52.94569245146765,18.38624708513039,-55.58722496032715,43,42,41,-52.94569245146765,11.353931677879023,ML199789,eastern_narrow_mouthed_toad
-62.862656020924554,12.32963396126799,-63.320003509521484,51,42,52,-62.862656020924554,7.967712139216725,ML199790,eastern_narrow_mouthed_toad
-50.13060135005384,16.332915339448828,-52.18817710876465,42,41,43,-50.13060135005384,8.881537454601332,ML199791,eastern_narrow_mouthed_toad
-63.04007061460248,13.857102082464806,-64.58757781982422,42,41,43,-63.04007061460248,9.637332808616192,ML199792,eastern_narrow_mouthed_toad
-63.43301658800818,13.931849060379475,-66.17552947998047,53,41,42,-63.43301658800818,10.412238948477132,ML199793,eastern_narrow_mouthed_toad
-58.944573838064954,12.82792155218979,-59.817535400390625,49,41,42,-58.944573838064954,8.085831749618944,ML199794,eastern_narrow_mouthed_toad
-52.98204223528124,15.61245886083918,-55.24374198913574,42,41,43,-52.98204223528124,8.860137214699943,ML199795,eastern_narrow_mouthed_toad
-51.23666860597109,18.202457660253604,-55.55665969848633,42,41,43,-51.23666860597109,12.378260337597323,ML199796,eastern_narrow_mouthed_toad
-48.494240817088816,16.078598958844456,-51.29510307312012,42,43,41,-48.494240817088816,10.136013872078449,ML199797,eastern_narrow_mouthed_toad
-52.84980597341835,17.31890300487365,-57.5056037902832,43,42,41,-52.84980597341835,11.111431116475286,ML200847,eastern_narrow_mouthed_toad
-48.64991800644351,13.321722511590838,-50.37586212158203,41,40,42,-48.64991800644351,7.818189616586144,ML200848,eastern_narrow_mouthed_toad
-62.90998302614467,13.801677033648138,-65.08340072631836,42,41,43,-62.90998302614467,10.242592916671853,ML200849,eastern_narrow_mouthed_toad
-52.49272749963672,12.853911728433596,-54.354787826538086,41,42,40,-52.49272749963672,5.578159212516306,ML200858,eastern_narrow_mouthed_toad
-56.43650384064064,15.915778689646375,-56.10515594482422,42,43,41,-56.43650384064064,8.202513242885455,ML200859,eastern_narrow_mouthed_toad
-50.24719794471413,18.214922894090222,-48.281497955322266,43,42,44,-50.24719794471413,6.950939822238448,ML200862,eastern_narrow_mouthed_toad
-43.689439076212885,18.448161770680844,-39.820119857788086,42,43,44,-43.689439076212885,4.73129032148177,ML200863,eastern_narrow_mouthed_toad
-50.06792965756077,17.6824300003918,-47.93973922729492,42,41,40,-50.06792965756077,7.4219263506344255,ML200864,eastern_narrow_mouthed_toad
-57.665670217449176,15.408806433161919,-62.55849075317383,54,53,52,-57.665670217449176,9.25787235870574,ML202129,eastern_narrow_mouthed_toad
-58.56383199504039,12.725708287505759,-60.3474178314209,52,51,47,-58.56383199504039,7.871221626877204,ML202136,eastern_narrow_mouthed_toad
-47.14388094175166,14.895246302259805,-46.02867126464844,55,41,42,-47.14388094175166,4.3746686506315156,ML202143,eastern_narrow_mouthed_toad
-30.679762854342393,8.208740954113955,-32.037837982177734,37,38,36,-30.679762854342393,2.533677203103388,ML207043,eastern_narrow_mouthed_toad
-46.321780113983046,13.50105041137954,-50.71456336975098,37,38,36,-46.321780113983046,9.396497093774844,ML213449,eastern_narrow_mouthed_toad
-36.35624508611564,7.222966482376561,-36.97322463989258,51,52,45,-36.35624508611564,2.2558776060338017,ML506563091,eastern_narrow_mouthed_toad
-42.61175110823801,14.228413695562407,-42.64140510559082,42,43,41,-42.61175110823801,4.817710033903309,ML506563121,eastern_narrow_mouthed_toad
-37.4181902336687,8.828325176454511,-39.427146911621094,62,61,63,-37.4181902336687,2.36606881193082,ML636442688,eastern_narrow_mouthed_toad
-46.512527215715906,11.594037961640336,-46.004878997802734,38,37,5,-46.512527215715906,3.5825205038710215,ML637106595,eastern_narrow_mouthed_toad
0.0,0.0,0.0,63,62,61,0.0,0.0,ML637808393,eastern_narrow_mouthed_toad
