mean_energy,std_energy,median_energy,top_bin_1,top_bin_2,top_bin_3,time_mean_mean,time_mean_std,file_id,species
-52.894289290251564,8.532818021233572,-54.489219665527344,38,39,37,-52.894289290251564,5.528906296254202,ML640822664,green_frog
-31.877114648712485,8.636020395456454,-34.01068687438965,50,49,34,-31.877114648712485,1.9648510512318824,ML641124533,green_frog
-58.52791882079881,21.210042002311532,-64.22180938720703,37,38,34,-58.52791882079881,4.189163993914965,21-Green-Treefrog-call,green_tree_frog
-38.83753291519225,18.711410065003857,-35.21657943725586,38,36,37,-38.83753291519225,1.559388632973495,250156,green_tree_frog
-37.80164798783039,12.5426196106122,-38.3009147644043,40,41,32,-37.80164798783039,2.2641606505452914,dlg_ggpd_n200-g2-m1-2003-c3-track-78,green_tree_frog
-37.87261592155958,14.556231335220536,-35.5035514831543,43,42,41,-37.87261592155958,4.265092553196482,dlg_ggpd_n200-g2-m1-2003-c3-track-80,green_tree_frog
-47.47950366813594,17.41871343558246,-48.07262992858887,44,45,43,-47.47950366813594,1.6523229030453257,dlg_ggpd_n200-g2-m1-2003-c3-track-81,green_tree_frog
-44.84265455053882,14.125922215242422,-46.50468444824219,43,42,41,-44.84265455053882,1.7120471570587306,dlg_ggpd_n200-g2-m1-2003-c3-track-86,green_tree_frog
-37.331419688885006,21.852685565525654,-30.34142780303955,41,33,40,-37.331419688885006,2.0514194388867804,dlg_ggpd_n200-g2-m1-2003-c3-track-87,green_tree_frog
-36.54407493465876,16.82377304329206,-32.27875900268555,38,39,40,-36.54407493465876,2.052037383394034,dlg_ggpd_n200-g2-m1-2003-c3-track-88,green_tree_frog
-50.12495485325009,18.184795343675702,-49.79074478149414,35,34,36,-50.12495485325009,3.8843258629261146,dlg_ggpd_n200-g2-m1-2003-c3-track-90,green_tree_frog
-37.32294015645151,16.058763602496064,-33.49382209777832,39,38,40,-37.32294015645151,2.872575850903466,dlg_ggpd_n200-g2-m1-2003-c3-track-91,green_tree_frog
-37.853873719212764,16.32396787946453,-34.22209930419922,41,40,42,-37.853873719212764,2.895180687178551,dlg_ggpd_n200-g2-m1-2003-c3-track-92,green_tree_frog
-58.513847121506444,21.16960330899416,-64.47884750366211,37,38,34,-58.513847121506444,4.342306923982248,dlg_ggpd_n200-g2-m1-2013-c3-track-21,green_tree_frog
-37.80610307062308,12.568036568212003,-38.28000259399414,40,41,32,-37.80610307062308,2.3098317085397406,dlg_ggpd_n200-g2-m1-2013-c3-track-80,green_tree_frog
-37.855587646538034,14.561414953075802,-35.45550727844238,43,42,41,-37.855587646538034,4.259010883183858,dlg_ggpd_n200-g2-m1-2013-c3-track-82,green_tree_frog
-47.453935376660176,17.426714810801712,-48.0364933013916,44,45,43,-47.453935376660176,1.646219973822547,dlg_ggpd_n200-g2-m1-2013-c3-track-83,green_tree_frog
-44.8511637214165,14.126525096429297,-46.52886199951172,43,42,41,-44.8511637214165,1.7074197340016661,dlg_ggpd_n200-g2-m1-2013-c3-track-88,green_tree_frog
-37.34576605573262,21.857698956991587,-30.334184646606445,41,33,40,-37.34576605573262,2.0792966073698893,dlg_ggpd_n200-g2-m1-2013-c3-track-89,green_tree_frog
-36.52306887687221,16.826135204248512,-32.23081588745117,38,39,40,-36.52306887687221,2.039569309124459,dlg_ggpd_n200-g2-m1-2013-c3-track-90,green_tree_frog
-50.10509174968831,18.191592243148833,-49.76661682128906,35,34,36,-50.10509174968831,3.8815310183097673,dlg_ggpd_n200-g2-m1-2013-c3-track-92,green_tree_frog
-37.33194691744868,16.067074081396033,-33.50436782836914,39,38,40,-37.33194691744868,2.871542121818241,dlg_ggpd_n200-g2-m1-2013-c3-track-93,green_tree_frog
-37.849448051294985,16.34166426124676,-34.189008712768555,41,40,42,-37.849448051294985,2.9027127489697118,dlg_ggpd_n200-g2-m1-2013-c3-track-94,green_tree_frog
-62.59757516251363,20.590700555148103,-74.64015579223633,34,35,36,-62.59757516251363,5.128030038881046,Green_Treefrog___Hyla_cinerea,green_tree_frog
-48.065844579079034,16.65976344711419,-47.23625183105469,39,40,38,-48.065844579079034,6.381105334009502,ML183664,green_tree_frog
-55.026496743554304,17.6050400430066,-56.57548141479492,54,38,55,-55.026496743554304,12.654248782244697,ML183665,green_tree_frog
-46.11394212804648,16.141439972341814,-45.77935218811035,39,40,38,-46.11394212804648,6.076212276338455,ML183666,green_tree_frog
-45.72002313778738,15.354652288224287,-45.78376007080078,39,40,38,-45.72002313778738,6.648375213094036,ML183667,green_tree_frog
-43.328111190011775,16.142962184233294,-42.6300048828125,40,39,38,-43.328111190011775,6.423462484813183,ML183668,green_tree_frog
-56.658205477758514,12.200556171164209,-57.24900817871094,39,38,40,-56.658205477758514,6.696677939853121,ML183669,green_tree_frog
-42.944198586305994,14.176306249023922,-43.902666091918945,38,39,15,-42.944198586305994,7.452590350596224,ML183670,green_tree_frog
-55.00821088754038,13.948593612313978,-55.915884017944336,55,54,39,-55.00821088754038,8.514202310646938,ML183671,green_tree_frog
-56.81096811264131,14.068696026072816,-57.841529846191406,40,41,39,-56.81096811264131,9.107144753583807,ML183672,green_tree_frog
-49.446459614207185,17.05645933357113,-47.997318267822266,38,39,37,-49.446459614207185,12.631521975336941,ML183728,green_tree_frog
-50.22424691995031,15.422800350676019,-50.45340347290039,39,38,40,-50.22424691995031,6.804522849385429,ML183729,green_tree_frog
-45.32096969877346,15.208575417656807,-44.18681335449219,38,39,40,-45.32096969877346,6.295448291755118,ML183730,green_tree_frog
-49.88393199903644,16.70702058344632,-49.36252212524414,38,39,40,-49.88393199903644,7.59844837950712,ML183731,green_tree_frog
-53.04158251689371,15.757141029758843,-53.29070281982422,39,38,40,-53.04158251689371,7.392973064673468,ML183732,green_tree_frog
-43.899683570121944,19.791868794682962,-41.872615814208984,41,37,39,-43.899683570121944,16.23214858928416,ML183733,green_tree_frog
-46.46724044543684,16.41450782366155,-44.176963806152344,39,38,40,-46.46724044543684,5.3791881381562465,ML183734,green_tree_frog
-42.28817417699057,16.392449918683855,-39.001708984375,39,38,40,-42.28817417699057,3.7252360923111967,ML183735,green_tree_frog
-53.53145985654501,16.407400160595902,-53.47226524353027,38,37,17,-53.53145985654501,12.61292258100111,ML183736,green_tree_frog
-48.82609726685659,15.436459226063782,-49.95905303955078,37,36,38,-48.82609726685659,8.905555297202092,ML183737,green_tree_frog
-48.828197155191006,16.863230608999313,-50.57719802856445,37,39,15,-48.828197155191006,10.155644098155397,ML183738,green_tree_frog
-55.79490311585557,13.202583748497958,-57.95609092712402,16,39,38,-55.79490311585557,7.3651163644118816,ML183739,green_tree_frog
-33.63279462821799,10.130064200114361,-33.927284240722656,38,39,40,-33.63279462821799,2.506807523128025,ML183740,green_tree_frog
-42.67186254024367,16.470447756957977,-40.17428970336914,38,39,54,-42.67186254024367,13.26183833429904,ML183747,green_tree_frog
-51.304668562836824,17.069230215699527,-50.48287010192871,38,37,39,-51.304668562836824,13.550282347039712,ML183751,green_tree_frog
-46.70931570021016,14.34436778936641,-48.02200508117676,38,39,37,-46.70931570021016,6.7646563238474,ML183752,green_tree_frog
-52.16202150561832,14.263669701688935,-52.41752815246582,38,37,39,-52.16202150561832,5.110350482834388,ML183753,green_tree_frog
-47.15925120211394,13.235385736832761,-47.705101013183594,38,39,37,-47.15925120211394,7.105524819578469,ML183754,green_tree_frog
-40.290314070863126,13.368392936608156,-40.5842170715332,38,37,39,-40.290314070863126,6.044225115728736,ML183755,green_tree_frog
-45.18806020550758,14.059477451841579,-45.60823631286621,39,38,37,-45.18806020550758,6.212802886044812,ML183756,green_tree_frog
-47.587629510016285,12.506617193124258,-49.19111251831055,38,37,39,-47.587629510016285,6.650691174666094,ML183757,green_tree_frog
-55.24352432918798,15.673148296719662,-60.93019485473633,38,39,40,-55.24352432918798,11.634775446393641,ML183793,green_tree_frog
-53.44405581509984,14.339335026685461,-54.627742767333984,40,39,41,-53.44405581509984,8.113142487996472,ML183796,green_tree_frog
-48.66004240915629,13.335847541952877,-50.39128494262695,41,40,39,-48.66004240915629,7.343378251938465,ML183797,green_tree_frog
-59.18397448275869,10.250690488541526,-59.352115631103516,41,40,39,-59.18397448275869,6.186336490090405,ML183798,green_tree_frog
-59.09768852200835,7.555530679430791,-60.84455490112305,0,1,17,-59.09768852200835,5.118880854926787,ML183799,green_tree_frog
-44.26864411948106,13.479621592779257,-43.744314193725586,40,41,39,-44.26864411948106,4.503920407672375,ML183800,green_tree_frog
-50.788596911178665,15.775750957174864,-51.07060241699219,41,40,42,-50.788596911178665,7.223547233628633,ML183801,green_tree_frog
-50.26834099316265,14.30140916816009,-49.4256706237793,40,41,39,-50.26834099316265,5.285711645041504,ML183802,green_tree_frog
-48.62637094052167,15.676641337055226,-49.38791275024414,41,40,39,-48.62637094052167,8.346026730057034,ML183803,green_tree_frog
-44.956282769357934,15.20038600690486,-45.63337707519531,40,41,39,-44.956282769357934,6.88197750535041,ML183804,green_tree_frog
-55.52702838566215,16.035699156858428,-55.57603454589844,39,40,41,-55.52702838566215,12.235841242778354,ML183831,green_tree_frog
-49.96893356674785,17.302457684380794,-49.87199401855469,39,40,41,-49.96893356674785,9.313287076155154,ML183832,green_tree_frog
-50.57641136366226,15.984125501221557,-50.648353576660156,41,40,39,-50.57641136366226,7.22802839340995,ML183833,green_tree_frog
-61.16091793699497,15.57715424151322,-61.03335762023926,40,39,41,-61.16091793699497,9.261074552668639,ML183834,green_tree_frog
-50.794446718008224,14.992366186194438,-50.017791748046875,39,40,38,-50.794446718008224,6.609246087784844,ML183835,green_tree_frog
-57.28878173117986,16.770137089139276,-58.90117263793945,41,42,40,-57.28878173117986,10.660860717694769,ML183837,green_tree_frog
-58.33436227619233,15.104764666858165,-59.98059844970703,39,40,41,-58.33436227619233,8.909190970585387,ML183838,green_tree_frog
-50.80238955739341,16.382686723372153,-51.26542091369629,41,40,39,-50.80238955739341,8.842661238682446,ML183839,green_tree_frog
-49.40480686921255,14.894172759507152,-51.27342224121094,15,40,39,-49.40480686921255,8.877342949361594,ML183840,green_tree_frog
-53.762610905926906,15.51194358469082,-51.98744201660156,39,40,15,-53.762610905926906,11.935799780709193,ML183841,green_tree_frog
-54.502994028432184,12.980111883742621,-56.211374282836914,15,39,38,-54.502994028432184,7.52829908173728,ML183842,green_tree_frog
-49.31153455480345,11.655522944879841,-50.9825553894043,40,39,41,-49.31153455480345,6.332574207154555,ML183843,green_tree_frog
-54.256513860482904,15.483775934492764,-56.63570594787598,40,41,39,-54.256513860482904,9.023899929278262,ML183844,green_tree_frog
-44.93491013102631,15.939654693493386,-46.80409622192383,15,40,41,-44.93491013102631,9.496800260231204,ML183845,green_tree_frog
-50.925814551191095,13.321910907217225,-53.859500885009766,40,39,41,-50.925814551191095,8.914492906216427,ML183847,green_tree_frog
-53.19685763086078,16.389224761142007,-56.043487548828125,39,40,38,-53.19685763086078,11.282326841319662,ML183848,green_tree_frog
-47.62073179263526,13.54702247085907,-49.50378608703613,39,40,41,-47.62073179263526,7.9909272004350465,ML183849,green_tree_frog
-55.603623705680576,14.683043781827987,-57.55242156982422,40,41,42,-55.603623705680576,9.465691179844834,ML183850,green_tree_frog
-49.13904153519329,14.33522019998896,-51.59147834777832,39,40,41,-49.13904153519329,8.306595655565808,ML183851,green_tree_frog
-54.36004253025674,15.596175504097275,-53.80655288696289,39,40,41,-54.36004253025674,10.849496306809426,ML183852,green_tree_frog
-49.01115949769999,16.748838927441422,-48.32167434692383,40,39,17,-49.01115949769999,7.613650716049801,ML183854,green_tree_frog
-48.685343577005746,16.68415759055462,-48.002838134765625,40,17,38,-48.685343577005746,8.655685636898243,ML183855,green_tree_frog
-47.50590582086495,16.290635804600896,-47.127193450927734,39,40,41,-47.50590582086495,7.502855758141538,ML183856,green_tree_frog
-41.82144855191011,15.69445972423297,-41.05147361755371,39,40,41,-41.82144855191011,5.755938494753545,ML183857,green_tree_frog
-46.00290363245663,16.46019654321961,-46.65590476989746,39,41,40,-46.00290363245663,8.689913476348472,ML183859,green_tree_frog
-50.195334191665296,15.23186167841959,-49.92083740234375,40,38,39,-50.195334191665296,6.369467019553209,ML183860,green_tree_frog
-50.054675083771656,16.075971005125208,-50.63763427734375,38,39,40,-50.054675083771656,7.8317768614189065,ML183861,green_tree_frog
-49.303688166243845,18.07125161595346,-49.313053131103516,41,40,39,-49.303688166243845,8.653094571678077,ML183862,green_tree_frog
-53.44136264622903,16.031662284921605,-51.56601524353027,40,41,39,-53.44136264622903,11.756501095006104,ML183865,green_tree_frog
-55.21754717830301,15.71955926368414,-56.02779579162598,40,39,41,-55.21754717830301,7.821923642326071,ML183866,green_tree_frog
-48.935471507277676,15.999146225277823,-48.40299034118652,39,40,38,-48.935471507277676,6.2313198765134,ML183867,green_tree_frog
-53.826530319182616,13.89640061089418,-55.661869049072266,40,39,41,-53.826530319182616,7.4636358906544515,ML183868,green_tree_frog
-45.795665607910834,16.68680045355844,-44.926876068115234,40,41,39,-45.795665607910834,7.112001216652823,ML183869,green_tree_frog
-49.97458371499298,15.16306467412063,-50.03531074523926,40,39,41,-49.97458371499298,6.445101536921361,ML183870,green_tree_frog
-55.45428815176343,16.866033428258156,-54.99824523925781,39,40,41,-55.45428815176343,11.419270320639333,ML183871,green_tree_frog
-48.1945731091527,16.92666617074387,-47.16517639160156,39,40,38,-48.1945731091527,6.533174285936218,ML183872,green_tree_frog
-50.48931359719234,17.73970416953783,-49.64716339111328,40,39,41,-50.48931359719234,7.555827539332648,ML183873,green_tree_frog
-50.48957943076186,17.618245851752306,-49.630680084228516,40,39,41,-50.48957943076186,6.861324262250556,ML183874,green_tree_frog
-44.31603899065691,17.89267184245382,-41.5291862487793,39,40,38,-44.31603899065691,6.247319067940246,ML183875,green_tree_frog
-50.2059422765973,17.117102244248322,-47.55324745178223,41,40,39,-50.2059422765973,4.95605991242045,ML183876,green_tree_frog
-53.901763723130294,16.424227114767337,-53.71266746520996,39,40,41,-53.901763723130294,6.252583755997322,ML183877,green_tree_frog
-51.06354337788928,17.513155017765875,-50.74212646484375,39,40,41,-51.06354337788928,7.40830007817018,ML183878,green_tree_frog
-51.67185533454689,16.347213493141517,-51.354061126708984,39,38,37,-51.67185533454689,7.71341324697671,ML183879,green_tree_frog
-50.99897378821384,17.215645572960263,-48.7025032043457,39,40,38,-50.99897378821384,11.883782568162884,ML183880,green_tree_frog
-48.73271518138404,17.664006468644025,-47.4311637878418,39,40,41,-48.73271518138404,7.294459388133539,ML183881,green_tree_frog
-46.70835024068292,17.603825126662606,-44.72089958190918,40,39,41,-46.70835024068292,6.347701962356498,ML183882,green_tree_frog
-47.48755621515958,17.52957861231777,-47.71654510498047,40,39,41,-47.48755621515958,7.037250638052494,ML183883,green_tree_frog
-51.97424636978285,16.96441855838015,-51.5899772644043,40,39,41,-51.97424636978285,7.26412420287076,ML183884,green_tree_frog
-50.61488808183272,17.27851251291106,-49.479318618774414,41,40,39,-50.61488808183272,6.773786287347504,ML183885.,green_tree_frog
-45.06949004003661,17.888648474331475,-42.393829345703125,39,40,38,-45.06949004003661,5.700037646330203,ML183886,green_tree_frog
-49.52460096167992,17.27682714398985,-47.82705307006836,40,41,39,-49.52460096167992,6.874661135292209,ML183887,green_tree_frog
-51.32621510261173,17.504964384841962,-51.36782455444336,40,39,41,-51.32621510261173,7.989778248458023,ML183888,green_tree_frog
-56.73371764042538,15.710648945545884,-56.50841522216797,41,39,40,-56.73371764042538,6.486694678093205,ML183889,green_tree_frog
-49.88975393125602,15.610002411455017,-49.35548210144043,40,41,39,-49.88975393125602,6.7113130945964725,ML183890,green_tree_frog
-50.63219710382398,15.678147698557089,-48.92913246154785,40,39,41,-50.63219710382398,11.364924068537446,ML183891,green_tree_frog
-47.205571211476894,17.653892581871673,-45.541751861572266,40,39,41,-47.205571211476894,6.239354368796767,ML183892,green_tree_frog
-47.28142793431636,16.53109835684079,-44.80261993408203,39,40,41,-47.28142793431636,5.1497934488035195,ML183893,green_tree_frog
-47.92395077327703,17.056887973532,-46.785417556762695,40,39,41,-47.92395077327703,5.559736260979992,ML183894,green_tree_frog
-48.008317839034476,16.723668780095434,-46.155635833740234,40,41,39,-48.008317839034476,5.35933645278269,ML183895,green_tree_frog
-48.56389140820006,16.662880055145884,-45.87857437133789,40,39,41,-48.56389140820006,4.633840889692517,ML183896,green_tree_frog
-50.86748439056276,17.34930537227226,-50.339059829711914,40,39,41,-50.86748439056276,7.652217367775434,ML183897,green_tree_frog
-45.53187981825279,17.29903658764599,-42.73911476135254,40,41,39,-45.53187981825279,5.388383143341936,ML183898,green_tree_frog
-45.01945223007567,17.27598015757573,-42.76239776611328,40,41,39,-45.01945223007567,6.137760254587455,ML183899,green_tree_frog
-42.31025077817473,16.08044141872965,-40.28811454772949,39,40,38,-42.31025077817473,4.8036699538312355,ML185485,green_tree_frog
-34.13307640291837,11.134360765027322,-33.046409606933594,53,54,60,-34.13307640291837,5.162149567321758,ML187557,green_tree_frog
-45.76395660175525,17.152482181852964,-41.91864013671875,38,39,54,-45.76395660175525,5.871477745234878,ML192195,green_tree_frog
-49.74830600059226,16.81631147541682,-47.81441116333008,38,39,54,-49.74830600059226,7.031401519993324,ML192196,green_tree_frog
-44.31632054329195,16.602904238744,-39.82303428649902,54,53,38,-44.31632054329195,3.3973992788466028,ML192197,green_tree_frog
-39.06970400050317,17.074377570269952,-34.60371780395508,38,37,54,-39.06970400050317,4.062332648299808,ML192198,green_tree_frog
-41.256486369949485,15.612159412628618,-38.75136947631836,55,54,53,-41.256486369949485,5.8375509352826285,ML196658,green_tree_frog
-71.94714901081163,18.290861403214514,-80.0,43,42,44,-71.94714901081163,17.66219890269187,ML199798,green_tree_frog
-37.42785860402747,11.37768242546584,-38.328508377075195,42,41,40,-37.42785860402747,4.908509382198558,ML199799,green_tree_frog
-65.99394372703719,15.824802631941795,-69.99061584472656,42,40,41,-65.99394372703719,11.579643636192761,ML200852,green_tree_frog
-56.87167779911145,14.644798625427976,-57.38045692443848,43,42,41,-56.87167779911145,7.390225335270947,ML200866,green_tree_frog
-48.73055047069929,18.70166186079888,-47.85192108154297,40,41,39,-48.73055047069929,7.795722792625929,ML200868,green_tree_frog
-51.2226600521471,17.768456094400083,-51.96348762512207,39,40,41,-51.2226600521471,9.44224385609717,ML200870,green_tree_frog
-38.942355077428495,7.977794114281397,-39.83016586303711,40,39,41,-38.942355077428495,3.2968005492328936,ML206085,green_tree_frog
-50.063401514409314,16.856634356500585,-48.78451156616211,39,38,37,-50.063401514409314,6.201997202734583,ML207857,green_tree_frog
-56.58133960368323,16.420769228440523,-56.86956787109375,46,45,26,-56.58133960368323,7.717603846694762,ML207876,green_tree_frog
-52.78497430412509,17.476951753090823,-51.70840072631836,27,26,28,-52.78497430412509,7.615851131285567,ML207878,green_tree_frog
-52.843124855076354,17.533074573205973,-51.66962814331055,45,46,44,-52.843124855076354,7.838302001395432,ML207880,green_tree_frog
-54.23820509410651,17.437918630350204,-53.08456611633301,45,44,43,-54.23820509410651,6.432172956359105,ML207881,green_tree_frog
-47.01824822935455,17.549361733207267,-45.42530632019043,42,43,37,-47.01824822935455,6.148051362170077,ML207907,green_tree_frog
-61.222321152825366,17.22969543419613,-65.83238983154297,39,38,41,-61.222321152825366,11.3627162339221,ML207909,green_tree_frog
-57.446075459367435,18.5093629353569,-60.7487678527832,37,38,42,-57.446075459367435,12.717171498932146,ML207913,green_tree_frog
-59.46141342517948,17.016424200173475,-62.254032135009766,49,50,48,-59.46141342517948,11.196826691669195,ML207914,green_tree_frog
-59.817461668442405,17.096930475876853,-63.493160247802734,46,45,47,-59.817461668442405,10.33101029479041,ML207931,green_tree_frog
-48.069463368220006,18.577860004291082,-48.260337829589844,26,42,16,-48.069463368220006,10.225082920490081,ML207932,green_tree_frog
-51.27092319196241,18.588559623568134,-52.2977352142334,47,43,42,-51.27092319196241,9.818176805216956,ML207933,green_tree_frog
-58.28637922494705,17.024910889437024,-60.80417823791504,46,47,45,-58.28637922494705,8.93573089877539,ML207934,green_tree_frog
-52.04586151995957,17.76506705302785,-52.48965835571289,41,42,40,-52.04586151995957,9.794069505904849,ML207937,green_tree_frog
-58.69470347460627,16.83448822151324,-58.14873123168945,54,53,39,-58.69470347460627,11.40772569593605,ML207938,green_tree_frog
-38.51014533486831,12.160425918618639,-38.632999420166016,52,39,38,-38.51014533486831,7.092999781502447,ML213439,green_tree_frog
-50.6997722209952,15.808605127878847,-51.888362884521484,52,51,48,-50.6997722209952,7.774263588763789,ML213440,green_tree_frog
-49.9553150335141,15.026675009923697,-51.67136192321777,38,37,39,-49.9553150335141,8.281479631331875,ML214864,green_tree_frog
-36.82381153286472,13.641673045224595,-36.29755401611328,37,39,38,-36.82381153286472,2.9336697772273332,ML214865,green_tree_frog
-41.61256771553697,14.17592152678685,-42.14218521118164,38,39,37,-41.61256771553697,5.267185852156603,ML214866,green_tree_frog
-54.465652926615384,13.653543645587675,-56.95598220825195,41,42,40,-54.465652926615384,7.26681142153089,ML214878,green_tree_frog
-46.28964120381254,9.805785215661409,-46.14242935180664,15,14,13,-46.28964120381254,5.047211132192386,ML273953,green_tree_frog
-39.35434630568509,14.668089940518328,-37.7878532409668,53,52,51,-39.35434630568509,3.219228774759397,ML527304,green_tree_frog
-37.27416465319088,11.840352154098545,-40.40252113342285,51,50,52,-37.27416465319088,5.21714915690365,ML537288,green_tree_frog
-36.77013481601969,19.40342307686469,-29.646488189697266,32,0,47,-36.77013481601969,18.845338541875527,ML622232081,green_tree_frog
-28.48540275047799,5.8958981020142724,-29.562623023986816,51,50,52,-28.48540275047799,2.2016309434810095,ML635430368,green_tree_frog
-39.0480735547443,11.263484227912771,-40.383399963378906,38,37,52,-39.0480735547443,4.973814817921792,ML635530543,green_tree_frog
-50.903850228631576,18.770367995962758,-47.24514198303223,47,48,46,-50.903850228631576,12.487511617976866,ML635707633,green_tree_frog
-59.31118667212136,21.123885301088837,-52.3897705078125,0,1,2,-59.31118667212136,20.075265417200217,ML636188271,green_tree_frog
-51.283911471957396,24.498862239314526,-39.66483497619629,48,47,49,-51.283911471957396,23.451206966703005,ML637653803,green_tree_frog
-51.6805604108525,9.631604179102629,-52.42122268676758,54,53,55,-51.6805604108525,3.579658484033423,ML643659771,green_tree_frog
-56.77790838562972,13.95769482239705,-57.679439544677734,39,40,38,-56.77790838562972,9.141965817751624,MP183846,green_tree_frog
-49.10764319112572,22.90511008407568,-38.872825622558594,41,40,37,-49.10764319112572,18.749778365540624,XC883344_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-36.74361154879605,17.364133414934994,-30.797582626342773,59,60,58,-36.74361154879605,14.489744175018606,XC883689_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-39.929918295407795,18.673028976165078,-35.283700942993164,43,42,44,-39.929918295407795,1.6184955069650815,XC890467_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-66.62756280504219,17.745811807398713,-73.752197265625,60,59,58,-66.62756280504219,14.16474336302874,XC978634_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-54.64058655317173,16.313170445416166,-54.365596771240234,24,25,27,-54.64058655317173,10.707422159717018,XC978638_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-35.99052646313632,11.238514115098125,-37.45395469665527,50,54,51,-35.99052646313632,3.412638817842609,XC979223_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-40.295642266037014,9.208495011908937,-42.595497131347656,42,43,44,-40.295642266037014,5.401489508347801,XC983489_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-33.48048040284635,11.1596248061321,-31.521750450134277,39,41,40,-33.48048040284635,2.666745097370791,XC983491_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-50.188138423241206,13.405990384386447,-50.52680969238281,60,59,61,-50.188138423241206,5.464060617188623,XC983494_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog
-55.23153248702429,17.330941936809012,-58.73054885864258,44,43,45,-55.23153248702429,6.5652734901174945,225147,northern_cricket_frog
-49.407263835697606,18.35998684134018,-48.96473693847656,43,42,44,-49.407263835697606,2.5123153230751525,230144,northern_cricket_frog
-59.27874962036474,20.60585710007025,-63.43235778808594,44,43,42,-59.27874962036474,2.8908367606336167,47-northern-cricket-frog-call,northern_cricket_frog
-37.80164798783039,12.5426196106122,-38.3009147644043,40,41,32,-37.80164798783039,2.2641606505452914,dlg_ggpd_n200-g2-m1-2003-c3-track-78,northern_cricket_frog
-54.37215383188354,15.836568727690258,-55.897613525390625,44,45,43,-54.37215383188354,2.9162181926372415,dlg_ggpd_n200-g2-m1-2003-c3-track-79,northern_cricket_frog
-47.34847302947479,16.979728388997913,-48.72389602661133,43,42,44,-47.34847302947479,5.498972617255229,dlg_ggpd_n200-g2-m1-2003-c3-track-82,northern_cricket_frog
-40.43826359090354,14.812684041880594,-39.897470474243164,45,44,46,-40.43826359090354,2.9118095068226038,dlg_ggpd_n200-g2-m1-2003-c3-track-89,northern_cricket_frog
-60.84263208233632,19.99880895365434,-65.71306228637695,44,43,42,-60.84263208233632,2.7571457066168557,dlg_ggpd_n200-g2-m1-2013-c3-track-47,northern_cricket_frog
-37.80610307062308,12.568036568212003,-38.28000259399414,40,41,32,-37.80610307062308,2.3098317085397406,dlg_ggpd_n200-g2-m1-2013-c3-track-80,northern_cricket_frog
-54.40769753710576,15.840796752596075,-55.94759750366211,44,45,43,-54.40769753710576,2.9065535807436746,dlg_ggpd_n200-g2-m1-2013-c3-track-81,northern_cricket_frog
-47.34770092032763,16.979128354455117,-48.71135711669922,43,42,44,-47.34770092032763,5.504746292985975,dlg_ggpd_n200-g2-m1-2013-c3-track-84,northern_cricket_frog
-40.445776940066274,14.815808959087887,-39.88979911804199,45,44,46,-40.445776940066274,2.9120866861343617,dlg_ggpd_n200-g2-m1-2013-c3-track-91,northern_cricket_frog
-51.768762835493774,18.440208568694036,-55.596967697143555,42,41,43,-51.768762835493774,9.098009617929488,ML105203,northern_cricket_frog
-52.7280463741578,17.917618792005968,-55.329345703125,44,43,45,-52.7280463741578,8.516317706039557,ML105277,northern_cricket_frog
-63.0775442295416,18.899097875859525,-80.0,43,44,42,-63.0775442295416,17.432988475150346,ML118798,northern_cricket_frog
-64.78427865159138,16.12179209657947,-65.28793334960938,44,43,45,-64.78427865159138,13.52748559079596,ML118799,northern_cricket_frog
-56.065565378943205,12.087456488478455,-58.26205062866211,44,43,45,-56.065565378943205,5.508162753421932,ML129293,northern_cricket_frog
-44.720749991606674,15.089794773515552,-45.06266403198242,44,43,45,-44.720749991606674,3.800711710892403,ML129295,northern_cricket_frog
-59.05819630192424,13.372342219045583,-61.219810485839844,44,45,43,-59.05819630192424,7.820109327182241,ML129296,northern_cricket_frog
-62.69016707693756,13.075295313258366,-63.45401382446289,44,43,45,-62.69016707693756,9.463144831593217,ML129297,northern_cricket_frog
-58.00802973033795,11.577877177671938,-59.85126495361328,44,45,43,-58.00802973033795,4.695555484189424,ML129298,northern_cricket_frog
-54.273585753346815,15.164972941307806,-58.56538963317871,51,50,45,-54.273585753346815,3.9018271728123035,ML138360,northern_cricket_frog
-48.13681813179063,9.513257854371904,-48.618412017822266,42,43,41,-48.13681813179063,2.6610874603911423,ML141128,northern_cricket_frog
-58.548183873520514,17.613355229076976,-59.88970756530762,45,44,46,-58.548183873520514,5.805234488963593,ML179153,northern_cricket_frog
-48.07881937768924,12.978727821582865,-49.98275947570801,44,43,45,-48.07881937768924,4.479868520671347,ML182898,northern_cricket_frog
-52.278719301411144,8.667589324416209,-53.928226470947266,43,42,44,-52.278719301411144,4.17281545467048,ML183607,northern_cricket_frog
